f1000-1-1-0,carlos morel
f1000-6-72-1,rahul ramesh bogam
f1000-6-724-0,judit ovdi
f1000-6-724-1,dragomir milovanovic
f1000-6-724-2,judit ovdi
f1000-6-724-3,dragomir milovanovic
f1000-6-724-4,petras dzeja
f1000-6-735-0,frances chung
f1000-6-735-1,peter n. benotti
f1000-6-735-2,frances chung
f1000-6-735-3,peter n. benotti
f1000-6-736-0,chloe r. mcdonald
f1000-6-736-1,edward kabyemela
f1000-6-74-0,niharendu choudhury
f1000-6-740-0,lekhjung thapa 
f1000-6-740-1,ping wang
f1000-6-748-0,greg finak 
f1000-6-748-1,aaron t. l. lun 
f1000-6-760-0,c. titus brown 
f1000-6-760-1,martin c. frith 
f1000-6-760-2,wigard p. kloosterman 
f1000-6-763-0,bruno antonny 
f1000-6-763-1,erdinc sezgin 
f1000-6-784-0,isha sethi 
f1000-6-784-1,andrew d sharrocks
f1000-6-784-2,isha sethi 
f1000-6-786-0,cameron neylon 
f1000-6-786-1,eva amsen 
f1000-6-787-0,akihiko nakano
f1000-6-787-1,vladimir denic
f1000-6-787-2,akihiko nakano
f1000-6-788-0,tudor i. oprea 
f1000-6-788-1,john van drie
f1000-6-788-2,karina martinez-mayorga
f1000-6-788-3,jos l medina-franco 
f1000-6-85-0,goro maehara
f1000-6-85-1,marine raquel diniz da rosa
f1000-6-85-2,goro maehara
f1000-6-85-3,marine raquel diniz da rosa
f1000-6-85-4,goro maehara
f1000-6-851-0,andrew d. chalmers
f1000-6-851-1,c. glenn begley
f1000-6-851-2,alison h. banham 
f1000-6-851-3,steven elliott
f1000-6-852-0,cornelis van tilburg
f1000-6-852-1,cornelis van tilburg
f1000-6-852-2,karl j. reinhard
f1000-6-853-0,don m. tucker 
f1000-6-853-1,shunsuke takagi 
f1000-6-858-0,martine a. collart 
f1000-6-858-1,susanne kramer
f1000-6-861-0,chakravarthi mohan 
f1000-6-861-1,chakravarthi mohan 
f1000-6-861-2,jason miller 
f1000-6-865-0,walter r.j. taylor
f1000-6-865-1,alberto tobo 
f1000-6-865-2,con j.f. fontes 
f1000-6-867-0,burak tekin
f1000-6-867-1,mahmut sami metin 
f1000-6-868-0,robert gallo
f1000-6-868-1,patricia e fast 
f1000-6-868-2,patricia e fast 
f1000-6-871-0,chidozie c nnaji
f1000-6-871-1,mynepalli sridhar
f1000-6-875-0,chuming chen
f1000-6-875-1,felix elortza
f1000-6-876-0,stefanie betz
f1000-6-876-1,gregory v. wilson
f1000-6-876-2,roberto di cosmo 
f1000-6-877-0,amany f. elbehairy 
f1000-6-877-1,david mannino
f1000-6-877-2,amany f. elbehairy 
f1000-6-89-0,jun qin
f1000-6-89-1,dapeng chen
f1000-6-89-2,john j bergeron
f1000-6-919-0,seon-young kim 
f1000-6-919-1,gang han
f1000-6-919-2,gang han
f1000-6-920-0,dalia elmofty
f1000-6-920-1,albert leung
f1000-6-920-2,katie schenning
f1000-6-921-0,zoltan varga
f1000-6-921-1,helen marie bramlett
f1000-6-924-0,david m. mccandlish
f1000-6-924-1,david m. mccandlish
f1000-6-924-2,sean nee 
f1000-6-93-0,feng shi
f1000-6-93-1,ivana igum
f1000-6-94-0,jaime j. seguel
f1000-6-94-1,prinessa chellan
f1000-6-94-2,jaime j. seguel
f1000-6-940-0,ritu madan
f1000-6-940-1,sri harsha tella
f1000-6-941-0,anang w m diah 
f1000-6-941-1, mohamed a. ghandourah
f1000-6-944-0,felipe h. santiago-tirado 
f1000-6-944-1,felipe h. santiago-tirado 
f1000-6-944-2,rosa de llanos
f1000-6-946-0,subhash mohan agarwal
f1000-6-946-1,juan manuel anzola 
f1000-6-946-2,subhash mohan agarwal
f1000-6-946-3,juan manuel anzola 
f1000-6-947-0,roderick j hay
f1000-6-947-1,mehmet akif dundar
f1000-6-947-2,altay atalay
f1000-6-947-3,gulhan gurel
f1000-6-952-0,manuel corpas 
f1000-6-952-1,nicola j. mulder 
f1000-6-952-2,celia w.g. van gelder 
f1000-6-952-3,patricia m. palagi 
f1000-6-952-4,michelle d. brazas 
f1000-6-967-0,jianguo xia
f1000-6-967-1,feng zhu
f1000-6-97-0,claudia vitolo 
f1000-6-97-1,garrett m. dancik 
f1000-6-97-2,stephanie m. gogarten 
f1000-6-97-3,stephanie m. gogarten 
f1000-6-97-4,claudia vitolo 
f1000-6-97-5,garrett m. dancik 
f1000-6-972-0,bhunyabhadh chaimay
f1000-6-972-1,songkramchai leethongdee
f1000-6-99-0,samah khaled zahran
f1000-6-99-1,zoltan kekecs 
f1000-6-99-2,maurits van den noort
f1000-6-99-3,zoltan kekecs 
f1000-6-99-4,maurits van den noort
f1000-6-99-5,zoltan kekecs 
f1000-6-99-6,maurits van den noort
f1000-6-997-0,daisuke komura
f1000-6-997-1,niranjan nagarajan
f1000-6-997-2,niranjan nagarajan
f1000-6-997-3,daisuke komura
f1000-7-1-0,ger t rijkers 
f1000-7-1-1,emmanuele crespan
f1000-7-100-0,jos h. m. schippers
f1000-7-100-1,chi-ying lee
f1000-7-100-2,abigail elizur
f1000-7-1001-0,johann mouton
f1000-7-1001-1,joanna chataway 
f1000-7-1001-2,johann mouton
f1000-7-1001-3,monica berger 
f1000-7-1005-0,didier raoult
f1000-7-1005-1,didier raoult
f1000-7-1009-0,bengt nellgrd
f1000-7-1009-1,colin f. royse 
f1000-7-1009-2,bengt nellgrd
f1000-7-101-0,eric d. perakslis 
f1000-7-101-1,vijayan kumara pillai
f1000-7-1012-0,mohd m. khan
f1000-7-1012-1,julie shaw
f1000-7-1012-2,edward w. randell
f1000-7-1012-3,georgios pampalakis
f1000-7-1013-0,david a. pearson 
f1000-7-1013-1,sren mikkelsen 
f1000-7-102-0,samer s. hoz 
f1000-7-102-1,vikal chandra shakya 
f1000-7-1023-0,paul klapper 
f1000-7-1023-1,ashesh kumar chowdhury 
f1000-7-1023-2,paul klapper 
f1000-7-1023-3,paul klapper 
f1000-7-1023-4,mohammad ariful islam 
f1000-7-1024-0,nur nadhirah mohamad zain
f1000-7-1024-1,noorfatimah yahaya 
f1000-7-1027-0,jeffrey s. thompson 
f1000-7-1027-1,holger richly 
f1000-7-1027-2,miguel godinho ferreira 
f1000-7-1028-0,julian stander 
f1000-7-1028-1,gianpaolo scalia tomba
f1000-7-1028-2,kim ekelund 
f1000-7-103-0,mitra modirian 
f1000-7-103-1,maryam tehranizadeh
f1000-7-1030-0,shahar avin 
f1000-7-1030-1,jonathan shepherd 
f1000-7-1031-0,zhi ning
f1000-7-1031-1,barend l. van drooge 
f1000-7-1032-0,fernanda s. jalil
f1000-7-1032-1,taru a. muranen 
f1000-7-1033-0,abhisheka bansal 
f1000-7-1033-1,akash ranjan
f1000-7-1042-0,arda halu 
f1000-7-1042-1,emre guney 
f1000-7-1042-2,arda halu 
f1000-7-1042-3,yasir suhail 
f1000-7-1042-4,lenore j. cowen
f1000-7-1042-5,emre guney 
f1000-7-1043-0,alexey tinkov 
f1000-7-1043-1,masatake fujimura
f1000-7-1054-0,laurie a. tomlinson 
f1000-7-1054-1,david madigan
f1000-7-1054-2,sajan khosla
f1000-7-106-0,isabele c. iser 
f1000-7-106-1,jie sun
f1000-7-108-0,jie wu
f1000-7-108-1,wen-jun gao
f1000-7-108-2,ru-rong ji
f1000-7-1083-0,shaun p. treweek 
f1000-7-1083-1,phil edwards 
f1000-7-1083-2,phil edwards 
f1000-7-1083-3,shaun p. treweek 
f1000-7-1085-0,jeffrey m farma 
f1000-7-1085-1,nikoo mozafari 
f1000-7-1087-0,holly o. witteman 
f1000-7-1087-1,michael hendricks 
f1000-7-1088-0,vikram alva 
f1000-7-1088-1,tim p. levine 
f1000-7-109-0,na luo
f1000-7-109-1,joy burrough-boenisch
f1000-7-1096-0,zhaohui steve qin 
f1000-7-1096-1,ian holmes
f1000-7-1096-2,bianca h. habermann 
f1000-7-1098-0,pablo guillen-rondon
f1000-7-1098-1,fred prior 
f1000-7-1098-2,jorge brieva 
f1000-7-110-0,irina kovalskys
f1000-7-110-1,georgina gmez salas
f1000-7-1101-0,alfonso benez 
f1000-7-1101-1,ruth e. timme 
f1000-7-1105-0,malachi griffith 
f1000-7-1105-1,matej lexa 
f1000-7-1107-0,ian j. jackson
f1000-7-1107-1,david y.s. chau 
f1000-7-111-0,mattias kyhlstedt 
f1000-7-111-1,marc l. berger
f1000-7-112-0,loganathan karthik
f1000-7-112-1,vishal kumar deshwal
f1000-7-1122-0,thomas fernandez 
f1000-7-1122-1,lorena fernndez de la cruz 
f1000-7-1122-2,keith a. coffman 
f1000-7-1132-0,tammy collins 
f1000-7-1132-1,kristen l. w. walton
f1000-7-1132-2,adriana bankston 
f1000-7-1132-3,richard mcgee
f1000-7-1132-4,jonathan s. wiest
f1000-7-1132-5,richard mcgee
f1000-7-1132-6,kristen l. w. walton
f1000-7-1132-7,adriana bankston 
f1000-7-1132-8,tammy collins 
f1000-7-1132-9,jonathan s. wiest
f1000-7-1133-0,weibin zhou 
f1000-7-1133-1,glenn p. lobo 
f1000-7-1133-2,roslyn simms 
f1000-7-1133-3,glenn p. lobo 
f1000-7-1133-4,weibin zhou 
f1000-7-1134-0,benny m. soegiharto 
f1000-7-1134-1,ananto ali alhasyimi 
f1000-7-1134-2,guang hong
f1000-7-1135-0,juan alfonso ayala serrano
f1000-7-1135-1,giuseppe comi
f1000-7-1138-0,zohra lassi 
f1000-7-1138-1,metha songthamwat 
f1000-7-1141-0,saskia freytag 
f1000-7-1141-1,jean fan 
f1000-7-1141-2,saskia freytag 
f1000-7-1141-3,jean fan 
f1000-7-1143-0,andrew t. ludlow 
f1000-7-1143-1,ronny lesmana
f1000-7-1144-0,amalio telenti 
f1000-7-1144-1,sally blower
f1000-7-1145-0,arnau montagud 
f1000-7-1145-1,arnau montagud 
f1000-7-1145-2,alejandro f. villaverde 
f1000-7-1145-3,stefano nichele
f1000-7-1151-0,somsubhra nath
f1000-7-1151-1,sujit roy
f1000-7-1151-2,rajat banerjee
f1000-7-1154-0,stalin viswanathan 
f1000-7-1154-1,stalin viswanathan 
f1000-7-1154-2,cristian dlez 
f1000-7-1155-0,funmilola a. ayeni 
f1000-7-1155-1,solayide abosede adesida
f1000-7-1156-0,h rogier van doorn 
f1000-7-1156-1,md. azizul haque
f1000-7-1156-2,md. azizul haque
f1000-7-1156-3,h rogier van doorn 
f1000-7-1156-4,h rogier van doorn 
f1000-7-1157-0,dana m. walsh 
f1000-7-1157-1,vikrant chitnis
f1000-7-1158-0,andrej trampuz 
f1000-7-1166-0,irina dinu
f1000-7-1166-1,shengping yang
f1000-7-1166-2,hulin wu
f1000-7-1167-0,htin zaw soe
f1000-7-1167-1,win myint oo 
f1000-7-1167-2,myo myo mon 
f1000-7-1175-0,elias kouroumalis 
f1000-7-1175-1,mohan rudrappa 
f1000-7-1175-2,robert rodrguez-roisin
f1000-7-1176-0,steven a julious
f1000-7-1176-1,stephen senn 
f1000-7-1176-2,stephen senn 
f1000-7-1177-0,ziwei dai 
f1000-7-1177-1,ziwei dai 
f1000-7-1177-2,ranjan k. dash
f1000-7-1184-0,nico van zandwijk 
f1000-7-1184-1,tobias peikert
f1000-7-1184-2,michele carbone
f1000-7-1184-3,nico van zandwijk 
f1000-7-1185-0,francesco azzaroli 
f1000-7-1185-1,luca luzzi
f1000-7-1185-2,francesco azzaroli 
f1000-7-1186-0,zafer c. cehreli
f1000-7-1186-1,mariem o. wassel 
f1000-7-1187-0,robert s. benjamin
f1000-7-1188-0,amit agrawal 
f1000-7-1188-1,lekhjung thapa 
f1000-7-1188-2,guru dutta satyarthee
f1000-7-1189-0,jennifer byrne 
f1000-7-1189-1,cyril f. bourgeois 
f1000-7-1189-2,sebastian oltean
f1000-7-1197-0,sheryl justice 
f1000-7-1197-1,sheryl justice 
f1000-7-1197-2,sheryl justice 
f1000-7-1197-3,sylvia knapp 
f1000-7-1199-0,marcus hardt 
f1000-7-1199-1,nicolas liampotis 
f1000-7-1199-2,dixie baker 
f1000-7-1199-3,bengt persson 
f1000-7-120-0,r.h.l.m bovens
f1000-7-120-1,r.h.l.m bovens
f1000-7-120-2,joan ramn villalb
f1000-7-1200-0,gabriel trueba 
f1000-7-1200-1,dinithi c. peiris
f1000-7-121-0,vincent j. carey 
f1000-7-121-1,aaron t. l. lun 
f1000-7-121-2,vincent j. carey 
f1000-7-121-3,aaron t. l. lun 
f1000-7-1210-0,mikhail g. dozmorov 
f1000-7-1210-1,rajesh kumar tiwari
f1000-7-1211-0,mani prasad gautam 
f1000-7-1211-1,michael j. goldacre 
f1000-7-1211-2,anna mania 
f1000-7-1211-3,anna mania 
f1000-7-1212-0,julie bradshaw
f1000-7-1212-1,julie bradshaw
f1000-7-1212-2,fataneh ghadirian 
f1000-7-1220-0,matthew silk 
f1000-7-1220-1,juliane liepe 
f1000-7-1232-0,brian g. oliver
f1000-7-1232-1,brian g. oliver
f1000-7-1233-0,maria tresini
f1000-7-1233-1,florian frohns
f1000-7-1233-2,hemant khanna 
f1000-7-1233-3,travis h. stracker 
f1000-7-1235-0,austin gillen 
f1000-7-1235-1,jean claude zenklusen
f1000-7-1236-0,vitaya titapant
f1000-7-1236-1,ounjai koranantakul 
f1000-7-1237-0,edward goldstein
f1000-7-1237-1,edward goldstein
f1000-7-1237-2,edward goldstein
f1000-7-1237-3,ellen stobberingh
f1000-7-1237-4,ellen stobberingh
f1000-7-1237-5,edward goldstein
f1000-7-1238-0,davoud khorasani-zavareh
f1000-7-1238-1,aminur rahman 
f1000-7-1239-0,akhmad taufiq mukti 
f1000-7-1239-1,ima yudha perwira
f1000-7-1240-0,chaomei chen 
f1000-7-1240-1,sally ellingson
f1000-7-1241-0,christine d. berg
f1000-7-1241-1,mark e. sherman
f1000-7-1241-2,john r. van nagell
f1000-7-1242-0,danny m. hatters 
f1000-7-1242-1,fedor v. subach 
f1000-7-1242-2,fedor v. subach 
f1000-7-1242-3,danny m. hatters 
f1000-7-1277-0,jonathan p. miller
f1000-7-1277-1,kreimir josi
f1000-7-1277-2,joel zylberberg
f1000-7-1277-3,guillaume drion 
f1000-7-1277-4,joel zylberberg
f1000-7-1278-0,marc noguera-julian 
f1000-7-1278-1,vera pawlowsky-glahn 
f1000-7-1285-0,liliana cardemil 
f1000-7-1285-1,gaspar diaz-muoz 
f1000-7-1285-2,liliana cardemil 
f1000-7-1285-3,gaspar diaz-muoz 
f1000-7-1286-0,alina srbu
f1000-7-1286-1,raghvendra mall 
f1000-7-1296-0,assaf zaritsky 
f1000-7-1296-1,mohammed el-kebir 
f1000-7-1297-0,shila ghazanfar 
f1000-7-1297-1,stephanie c. hicks 
f1000-7-1297-2,stephanie c. hicks 
f1000-7-1297-3,shila ghazanfar 
f1000-7-1297-4,joshua w. k. ho 
f1000-7-1299-0,j. robert hogg 
f1000-7-1299-1,niels h. gehring 
f1000-7-1299-2,damien garcia 
f1000-7-1299-3,wei miao
f1000-7-130-0,ewald h. hettema
f1000-7-130-1,andreas hartig
f1000-7-1306-0,timothy tickle
f1000-7-1306-1,joshua batson 
f1000-7-1306-2,joshua batson 
f1000-7-1306-3,timothy tickle
f1000-7-1310-0,amit sinha 
f1000-7-1310-1,granger sutton 
f1000-7-1310-2,granger sutton 
f1000-7-1310-3,amit sinha 
f1000-7-1311-0,pardeep kumar bhardwaj
f1000-7-1311-1,elangovan mani
f1000-7-1312-0,ramss djidjou demasse 
f1000-7-1321-0,vihang narkar
f1000-7-1321-1,alberto malerba
f1000-7-1321-2,alberto malerba
f1000-7-1321-3,kay e. davies
f1000-7-1325-0,philipp hllemann
f1000-7-1325-1,geert crombez 
f1000-7-1327-0,theresa m. vaughan
f1000-7-1327-1,ujwal chaudhary 
f1000-7-1327-2,jeffrey v. rosenfeld 
f1000-7-1329-0,sarman singh 
f1000-7-1329-1,sichangi kasili
f1000-7-133-0,eugene sadler-smith
f1000-7-133-1,eleni palazidou
f1000-7-1332-0,yegor vassetzky 
f1000-7-1332-1,yegor vassetzky 
f1000-7-1332-2,olivier e. pardo 
f1000-7-1334-0,eliza prodel 
f1000-7-1334-1,majid ghayour-mobarhan
f1000-7-1334-2,eliza prodel 
f1000-7-1338-0, stphane le crom 
f1000-7-1338-1,matthew d. teasdale 
f1000-7-1338-2, stphane le crom 
f1000-7-1338-3,ian j. donaldson 
f1000-7-1338-4,russell s. hamilton 
f1000-7-1339-0,sherief abd-elsalam 
f1000-7-1339-1,dina fekry 
f1000-7-1346-0,guanming wu 
f1000-7-1346-1,stefanie widder 
f1000-7-1346-2,haibo liu 
f1000-7-1346-3,guanming wu 
f1000-7-1346-4,haibo liu 
f1000-7-1346-5,haibo liu 
f1000-7-1346-6,stefanie widder 
f1000-7-1346-7,guanming wu 
f1000-7-1349-0,kees jan van groenigen 
f1000-7-1349-1,dung duc tran
f1000-7-1349-2,dung duc tran
f1000-7-1349-3,azeem tariq 
f1000-7-1349-4,kees jan van groenigen 
f1000-7-1349-5,dung duc tran
f1000-7-1349-6,kees jan van groenigen 
f1000-7-1349-7,azeem tariq 
f1000-7-1352-0,derek gordon 
f1000-7-1352-1,"alejandro q. nato, jr. "
f1000-7-1352-2,derek gordon 
f1000-7-1352-3,"alejandro q. nato, jr. "
f1000-7-1352-4,dajiang j. lui
f1000-7-1353-0,ravi madduri 
f1000-7-1353-1,david giaretta 
f1000-7-1353-2,chaitan baru
f1000-7-1353-3,george alter 
f1000-7-1353-4,jane greenberg 
f1000-7-1359-0,omar sued 
f1000-7-1359-1,laurent hocqueloux 
f1000-7-1359-2,esteban martinez
f1000-7-136-0,andre lopes fuly 
f1000-7-136-1,juan j. calvete
f1000-7-1361-0,carolyn proena 
f1000-7-1361-1,michael o. dillon
f1000-7-1366-0,graziano pesole 
f1000-7-1366-1,yicheng zhao
f1000-7-1366-2,ernesto picardi 
f1000-7-137-0,irving e vega
f1000-7-137-1,robert stewart 
f1000-7-1371-0,aref salehzadeh
f1000-7-1371-1,joziana muniz de paiva barante
f1000-7-1371-2,joziana muniz de paiva barante
f1000-7-1371-3,aref salehzadeh
f1000-7-1373-0,andrea gentili
f1000-7-1373-1,lynn martin 
f1000-7-1374-0,noam ross 
f1000-7-1374-1,jon zelner
f1000-7-1374-2,jon zelner
f1000-7-1374-3,noam ross 
f1000-7-1379-0,kartik patel 
f1000-7-1379-1,p. syamasundar rao 
f1000-7-138-0,matthew r. sydes 
f1000-7-138-1,matthias lbe 
f1000-7-138-2,florian naudet 
f1000-7-138-3,matthias lbe 
f1000-7-138-4,matthew r. sydes 
f1000-7-138-5,florian naudet 
f1000-7-1388-0,gottfried lemperle 
f1000-7-1388-1,robert j. besaw
f1000-7-1388-2,robert j. besaw
f1000-7-1388-3,gottfried lemperle 
f1000-7-1388-4,nicol bertozzi 
f1000-7-1389-0,mehrdad hefazi 
f1000-7-1389-1,asmita mishra
f1000-7-139-0,yuriy l orlov 
f1000-7-139-1,martin kollmar 
f1000-7-139-2,yuriy l orlov 
f1000-7-139-3,lu-yuan li
f1000-7-139-4,martin kollmar 
f1000-7-1390-0,osman ugur sezerman
f1000-7-1390-1,patrice godard 
f1000-7-1391-0,korbinian schneeberger 
f1000-7-1391-1,korbinian schneeberger 
f1000-7-1391-2,bjarni v. halldorsson
f1000-7-1392-0,marcus tolentino silva 
f1000-7-1392-1,sandipan bhattacharjee 
f1000-7-1392-2,fernando m. runzer-colmenares 
f1000-7-1392-3,fernando m. runzer-colmenares 
f1000-7-1392-4,marcus tolentino silva 
f1000-7-1392-5,sandipan bhattacharjee 
f1000-7-1405-0,roman kondratov 
f1000-7-1405-1,roman kondratov 
f1000-7-1405-2,michael g. sadovsky 
f1000-7-1406-0,cimi ilmiawati 
f1000-7-1406-1,md fakruddin
f1000-7-1406-2,edwin setiawan
f1000-7-1418-0,johanna b. holm 
f1000-7-1418-1,j. gregory caporaso 
f1000-7-1419-0,rein ketelaars 
f1000-7-1419-1,asoka weerasinghe
f1000-7-142-0,cyril r. pernet 
f1000-7-142-1,david g. norris 
f1000-7-142-2,cyril r. pernet 
f1000-7-1420-0,noha ezzat sabet 
f1000-7-1420-1,marwa mokbel elshafei
f1000-7-1424-0,nandita mitra
f1000-7-1424-1,jimmy breen 
f1000-7-1424-2,peter f. hickey 
f1000-7-1428-0,jesse b. jupiter
f1000-7-1430-0,ulrich dirnagl 
f1000-7-1430-1,paul albert
f1000-7-1430-2,paul albert
f1000-7-1430-3,ulrich dirnagl 
f1000-7-1446-0,rafael rubio de cases 
f1000-7-1446-1,diana soriano
f1000-7-1446-2,madelaine quiroz espinoza
f1000-7-1446-3,gabriela saldas
f1000-7-1448-0,harunor rashid
f1000-7-1448-1,abbas ostadtaghizadeh
f1000-7-1448-2,mahnaz khatiban 
f1000-7-1459-0,david a. hood
f1000-7-1459-1,tugba boyunegmez tumer
f1000-7-1459-2,tugba boyunegmez tumer
f1000-7-1459-3,david a. hood
f1000-7-146-0,sara maio
f1000-7-146-1,yousser mohammad
f1000-7-146-2,sara maio
f1000-7-146-3,yousser mohammad
f1000-7-146-4,sara maio
f1000-7-1460-0,zefferino palam 
f1000-7-1460-1,antonella tosti
f1000-7-1464-0,christina zarowsky 
f1000-7-1464-1,linda oskam 
f1000-7-1464-2,linda oskam 
f1000-7-1464-3,charles s. mgone 
f1000-7-1465-0,indra suharman 
f1000-7-1465-1,ilham alimin 
f1000-7-1465-2,gitartha kaushik
f1000-7-1466-0,jean fan 
f1000-7-1466-1,matej lexa 
f1000-7-1466-2,jean fan 
f1000-7-1466-3,matej lexa 
f1000-7-1468-0,kyle c.a. wedgwood 
f1000-7-1468-1,moiss santilln 
f1000-7-1468-2,kyle c.a. wedgwood 
f1000-7-1471-0,gatan mertens 
f1000-7-1471-1,lonneke i.m. lenferink 
f1000-7-1476-0,mahmoud m. bakr 
f1000-7-1476-1,mahmoud m. al-ankily 
f1000-7-1476-2,mohamed shamel 
f1000-7-1476-3,nehad samir taha
f1000-7-1476-4,raneem farouk obeid 
f1000-7-148-0,dave clements 
f1000-7-148-1,bruno contreras-moreira 
f1000-7-1482-0,benjamin g. cobb 
f1000-7-1482-1,allison j. lee 
f1000-7-1482-2,benjamin g. cobb 
f1000-7-1482-3,allison j. lee 
f1000-7-1483-0,amos o adeleye
f1000-7-1483-1,amit agrawal 
f1000-7-1484-0,katie smith
f1000-7-1484-1,kirsty challen 
f1000-7-1484-2,anju jaggi
f1000-7-1489-0,tony j. c. harris 
f1000-7-1489-1,james a. marrs 
f1000-7-1489-2,tony j. c. harris 
f1000-7-1489-3,marc muller 
f1000-7-1489-4,james a. marrs 
f1000-7-1489-5,marc muller 
f1000-7-1489-6,tony j. c. harris 
f1000-7-1499-0,dimitar vassilev
f1000-7-1499-1,yutaka saito 
f1000-7-1499-2,yutaka saito 
f1000-7-1501-0,rita khadka 
f1000-7-1501-1,alberto hernando
f1000-7-1504-0,anurag sharma
f1000-7-1504-1,ankit k. rochani
f1000-7-1504-2,jos luis martnez-guitarte 
f1000-7-1505-0,huitong qiu
f1000-7-1505-1,thodoris kypraios
f1000-7-1505-2,huitong qiu
f1000-7-1505-3,thodoris kypraios
f1000-7-1514-0,nahid ali
f1000-7-1514-1,farhat afrin 
f1000-7-1514-2,florian vogt
f1000-7-1515-0,tasnuva wahed 
f1000-7-1515-1,kyu kyu than 
f1000-7-1515-2,kyu kyu than 
f1000-7-1515-3,tasnuva wahed 
f1000-7-1521-0,marco cosentino lagomarsino 
f1000-7-1521-1,ewan birney 
f1000-7-1521-2,marco cosentino lagomarsino 
f1000-7-1521-3,ewan birney 
f1000-7-1522-0,michael steinbaugh 
f1000-7-1522-1,martin hemberg 
f1000-7-1522-2,michael steinbaugh 
f1000-7-1522-3,martin hemberg 
f1000-7-1523-0,kae miyazawa
f1000-7-1523-1,kae miyazawa
f1000-7-1523-2,kae miyazawa
f1000-7-1523-3,bingcheng xu 
f1000-7-1523-4,bingcheng xu 
f1000-7-1523-5,kae miyazawa
f1000-7-1523-6,bingcheng xu 
f1000-7-1523-7,kae miyazawa
f1000-7-1523-8,kae miyazawa
f1000-7-1523-9,kae miyazawa
f1000-7-1524-0,erica cruvinel 
f1000-7-1524-1,jonathan bricker
f1000-7-1524-2,jonathan bricker
f1000-7-1524-3,erica cruvinel 
f1000-7-1547-0,allegra via 
f1000-7-1547-1,mark a. pauley 
f1000-7-1547-2,russell schwartz
f1000-7-155-0,ismaila shittu 
f1000-7-155-1,kevin e. brown
f1000-7-1553-0,suzan a. kamel-elsayed
f1000-7-1553-1,mohamed shamel 
f1000-7-1556-0,radheshyam maurya 
f1000-7-1556-1,edilene o. silva 
f1000-7-1557-0,feyce peralta 
f1000-7-1557-1,dana r. gossett
f1000-7-1557-2,christine p. mckenzie 
f1000-7-1559-0,polina obolenskaya 
f1000-7-1559-1,summer sherburne hawkins
f1000-7-156-0,arianne p. verhagen 
f1000-7-1560-0,marcela barana magno
f1000-7-1560-1,marcela barana magno
f1000-7-1560-2,armin shirvani 
f1000-7-1560-3,mariem o. wassel 
f1000-7-1567-0,mahmoud rezk abdelwahed hussein 
f1000-7-1567-1,cristiana bellan 
f1000-7-1568-0,adisorn lumpaopong
f1000-7-1568-1,siraya jaijakul 
f1000-7-157-0,lotte m.g. steuten
f1000-7-157-1,kalipso chalkidou 
f1000-7-1573-0,mahmoud m. bakr 
f1000-7-1573-1,reham magdy amin 
f1000-7-1573-2,mohamed shamel 
f1000-7-1573-3,mahmoud m. al-ankily 
f1000-7-1574-0,stefano crespi 
f1000-7-1574-1,simone lazzaroni
f1000-7-1576-0,helder i. nakaya 
f1000-7-1576-1,saskia freytag 
f1000-7-1576-2,saskia freytag 
f1000-7-1576-3,helder i. nakaya 
f1000-7-1577-0,predrag radivojac
f1000-7-1577-1,guoxian yu 
f1000-7-158-0,bernard corenblum
f1000-7-158-1,bernard corenblum
f1000-7-158-2,jeremy chataway
f1000-7-1587-0,huilquer francisco vogel
f1000-7-1588-0,jose f. garcia-mazcorro 
f1000-7-1588-1,xuegong zhang 
f1000-7-159-0,matthew t. aliota 
f1000-7-159-1,diana valencia
f1000-7-159-2,catherine m. brown
f1000-7-159-3,diana valencia
f1000-7-159-4,matthew t. aliota 
f1000-7-1599-0,lois curfman mcinnes
f1000-7-1599-1,dan sholler 
f1000-7-1599-2,colin c. venters 
f1000-7-1603-0,gary d stormo 
f1000-7-1603-1,jan grau 
f1000-7-1603-2,gary d stormo 
f1000-7-1603-3,jan grau 
f1000-7-1604-0,daniel blankenberg 
f1000-7-1604-1,margaret e. staton 
f1000-7-1604-2,margaret e. staton 
f1000-7-1604-3,maria a. doyle
f1000-7-1604-4,daniel blankenberg 
f1000-7-1605-0,aaron barlow 
f1000-7-1605-1,jonathan p. tennant 
f1000-7-1612-0,neha jain
f1000-7-1612-1,prasun kumar
f1000-7-1612-2,subramani parasuraman 
f1000-7-1615-0,sagarika bhattacharjee
f1000-7-1615-1,sagarika bhattacharjee
f1000-7-1615-2,sahil bajaj
f1000-7-1616-0,hamdi cem gr 
f1000-7-1616-1,papimon chompu-inwai 
f1000-7-1617-0,marietta zille 
f1000-7-1617-1,marietta zille 
f1000-7-1617-2,claire l. gibson 
f1000-7-1619-0,myriam guerra-balic
f1000-7-1619-1,suzana alves de moraes 
f1000-7-162-0,wolfgang kuchinke 
f1000-7-162-1,guillermo h. lopez-campos
